idx;stop_epoch;window_length;n_filters;kernel_size;n_conv_layer;LSTM1_units;LSTM2_units;n_window;val_rmse;val_score;rmse_combined;score_combined;AIC;train_loss;mle_term;params_term;geno_list
0;17;2;4;2;2;140;140;29;14,38507271;1195,518555;14,45324884;1202,336168;681761,3118;171,2646332;81607,31184;600154;"[2; 4; 2; 7; 7]"
0;17;2;4;2;2;140;140;29;14,38507271;1195,518555;14,45324884;1202,336168;681761,3118;171,2646332;81607,31184;600154;"[2; 4; 2; 7; 7]"
0;15;3;4;3;1;180;100;28;14,39298534;1110,68689;14,47433339;1118,821694;813480,469;215,4144287;85246,46899;728234;"[3; 4; 1; 9; 5]"
0;17;4;2;4;2;340;180;27;14,39455223;1249,364014;14,60113795;1270,022586;2065857,206;176,5236206;82087,20565;1983770;"[4; 2; 2; 17; 9]"
0;20;2;6;2;2;280;220;29;14,39651489;1235,207397;14,59351522;1254,90743;1970003,255;142,4225616;78681,25461;1891322;"[2; 6; 2; 14; 11]"
0;17;4;9;4;1;260;120;27;14,40317249;1118,293457;14,60745224;1138,721432;2042797,473;197,0357513;83831,47283;1958966;"[4; 9; 1; 13; 6]"
0;19;2;4;2;1;240;100;29;14,40418243;1142,312744;14,5077969;1152,674191;1036144,66;209,7368469;84822,65963;951322;"[2; 4; 1; 12; 5]"
0;19;2;4;2;2;260;160;29;14,41318607;1300,04126;14,55300352;1314,023005;1398174,515;168,4089661;81340,51491;1316834;"[2; 4; 2; 13; 8]"
0;15;3;2;3;2;240;120;28;14,41458416;1105,865479;14,52023087;1116,43015;1056467,102;209,7691345;84825,10206;971642;"[3; 2; 2; 12; 6]"
0;20;2;10;2;1;260;140;29;14,41696644;1266,09436;14,58284427;1282,682144;1658778,361;183,432373;82696,36144;1576082;"[2; 10; 1; 13; 7]"
0;16;5;5;5;1;180;180;26;14,42443562;1149,354492;14,56119678;1163,030609;1367611,638;171,7221069;81649,6385;1285962;"[5; 5; 1; 9; 9]"
0;16;5;5;5;1;180;180;26;14,42443562;1149,354492;14,56119678;1163,030609;1367611,638;171,7221069;81649,6385;1285962;"[5; 5; 1; 9; 9]"
0;19;4;9;4;1;260;140;27;14,42748451;1293,579834;14,64001191;1314,832574;2125274,02;185,8956757;82908,02044;2042366;"[4; 9; 1; 13; 7]"
0;17;4;7;4;1;240;240;27;14,42887306;1207,561646;14,65094219;1229,768558;2220691,251;154,3490601;79957,25076;2140734;"[4; 7; 1; 12; 12]"
0;15;2;2;2;1;240;200;29;14,4301157;1122,669067;14,56607479;1136,264977;1359590,917;187,7903137;83068,91745;1276522;"[2; 2; 1; 12; 10]"
0;15;4;5;4;1;240;180;27;14,43480396;1162,285034;14,60376248;1179,180886;1689585,183;172,0855255;81683,18263;1607902;"[4; 5; 1; 12; 9]"
0;13;2;2;2;1;140;100;29;14,43721294;1140,750244;14,48726103;1145,755053;500480,8372;233,9890442;86558,83723;413922;"[2; 2; 1; 7; 5]"
0;17;2;5;2;1;220;100;29;14,43777466;1218,189697;14,53555259;1227,96749;977779,3138;208,3489532;84717,31384;893062;"[2; 5; 1; 11; 5]"
0;19;2;4;2;2;280;140;29;14,44075966;1310,260498;14,58423055;1324,607587;1434708,934;162,7167053;80794,93353;1353914;"[2; 4; 2; 14; 7]"
0;15;5;3;5;2;200;160;26;14,4423914;1172,122803;14,56278302;1184,161966;1203916,278;172,5970612;81730,27838;1122186;"[5; 3; 2; 10; 8]"
0;13;2;2;2;1;220;220;29;14,44502258;1161,48584;14,57968888;1174,952469;1346662,935;178,4670105;82260,9346;1264402;"[2; 2; 1; 11; 11]"
0;17;4;6;4;2;240;100;27;14,44540215;1144,910278;14,59246789;1159,616853;1470657,467;200,4424744;84103,46658;1386554;"[4; 6; 2; 12; 5]"
0;15;3;3;3;2;320;200;28;14,44641781;1220,286499;14,65247173;1240,891891;2060539,198;161,799057;80705,19758;1979834;"[3; 3; 2; 16; 10]"
0;14;3;4;3;1;220;100;28;14,44751644;1084,883301;14,55029512;1095,161168;1027786,741;218,5083618;85472,7409;942314;"[3; 4; 1; 11; 5]"
0;15;3;3;3;2;300;160;28;14,44935989;1358,63501;14,61915749;1375,61477;1697976,007;167,5777588;81262,00709;1616714;"[3; 3; 2; 15; 8]"
0;20;4;9;4;2;360;200;27;14,45410442;1369,80188;14,80204585;1404,596023;3479414,302;141,8764954;78620,30158;3400794;"[4; 9; 2; 18; 10]"
0;20;2;4;2;1;200;200;29;14,46347046;1229,868164;14,58574779;1242,095897;1222773,315;149,1286926;79411,31459;1143362;"[2; 4; 1; 10; 10]"
0;19;2;4;2;2;200;120;29;14,46866417;1350,198364;14,55801314;1359,133261;893489,7123;181,1273499;82495,71234;810994;"[2; 4; 2; 10; 6]"
0;15;4;4;4;1;200;160;27;14,47135544;1220,594849;14,59395218;1232,854523;1225967,461;184,4188232;82781,4613;1143186;"[4; 4; 1; 10; 8]"
0;15;3;5;3;1;240;180;28;14,47424412;1264,598877;14,62973384;1280,147849;1554897,194;170,4879761;81535,19395;1473362;"[3; 5; 1; 12; 9]"
0;20;2;4;2;1;220;180;29;14,47659969;1225,374023;14,60112325;1237,826379;1245235,536;162,7023773;80793,5363;1164442;"[2; 4; 1; 11; 9]"
0;15;3;3;3;1;260;180;28;14,47799301;1173,000732;14,6303747;1188,238901;1523816,891;186,3986206;82950,89099;1440866;"[3; 3; 1; 13; 9]"
0;17;2;5;2;2;200;200;29;14,49088287;1413,307739;14,61783101;1426,002553;1269481,365;148,6412354;79359,36514;1190122;"[2; 5; 2; 10; 10]"
0;14;3;4;3;1;220;140;28;14,49590397;1118,655762;14,61325331;1130,390696;1173493,426;193,9305725;83579,42601;1089914;"[3; 4; 1; 11; 7]"
0;14;4;2;4;1;320;220;27;14,50193787;1140,091431;14,71630386;1161,52803;2143659,961;177,6257172;82185,96073;2061474;"[4; 2; 1; 16; 11]"
0;20;2;7;2;2;220;220;29;14,50205994;1308,527222;14,6613405;1324,455278;1592805,645;136,1934204;77971,64523;1514834;"[2; 7; 2; 11; 11]"
0;14;2;2;2;1;220;100;29;14,50657368;1130,30835;14,58971317;1138,622299;831394,9016;234,4919281;86592,90163;744802;"[2; 2; 1; 11; 5]"
0;18;2;6;2;2;220;100;29;14,51083183;1234,161865;14,6137167;1244,450352;1028848,701;197,2249451;83846,70101;945002;"[2; 6; 2; 11; 5]"
0;15;4;3;4;1;180;160;27;14,52501488;1160,799927;14,62730764;1171,029203;1022927,591;186,7125397;82977,59057;939950;"[4; 3; 1; 9; 8]"
0;13;3;2;3;1;260;200;28;14,52925873;1160,246338;14,68297913;1175,618378;1537203,972;167,6196442;81265,97248;1455938;"[3; 2; 1; 13; 10]"
0;19;1;3;1;1;280;140;30;14,53493881;1367,729736;14,66276102;1380,511957;1278222,084;181,9095154;82564,08357;1195658;"[1; 3; 1; 14; 7]"
0;18;2;8;2;1;160;160;29;14,53512001;1189,479004;14,63378805;1199,345807;986680,3574;170,7370453;81558,35744;905122;"[2; 8; 1; 8; 8]"
0;16;3;5;3;1;120;80;28;14,53772449;1153,20752;14,59115838;1158,550908;534338,854;239,6305542;86936,85399;447402;"[3; 5; 1; 6; 4]"
0;15;4;3;4;1;240;160;27;14,5542984;1152,758789;14,69259014;1166,587963;1382917,367;192,3232117;83447,36703;1299470;"[4; 3; 1; 12; 8]"
0;15;2;4;2;1;280;100;29;14,55712128;1151,907959;14,68420707;1164,616539;1270857,963;211,7731018;84975,96328;1185882;"[2; 4; 1; 14; 5]"
0;15;3;2;3;1;280;180;28;14,55765152;1154,256592;14,71408699;1169,900139;1564354,734;177,9705505;82216,73424;1482138;"[3; 2; 1; 14; 9]"
0;20;2;4;2;1;240;220;29;14,56216145;1580,2229;14,71918105;1595,924861;1570196,013;155,4890747;80074,01298;1490122;"[2; 4; 1; 12; 11]"
0;15;2;2;2;1;240;120;29;14,56336784;1208,766479;14,66368011;1218,797707;1003122,704;223,0718231;85800,70407;917322;"[2; 2; 1; 12; 6]"
0;15;4;5;4;1;180;180;27;14,57989311;1193,94458;14,70662959;1206,618227;1267364,732;179,3894196;82342,73219;1185022;"[4; 5; 1; 9; 9]"
0;15;4;1;4;1;280;160;27;14,58070946;1189,396729;14,72138621;1203,464404;1406767,565;238,9174347;86889,56479;1319878;"[4; 1; 1; 14; 8]"
0;18;2;5;2;2;140;140;29;14,58115864;1289,203369;14,65254044;1296,34155;713818,0461;170,9274902;81576,04608;632242;"[2; 5; 2; 7; 7]"
0;20;3;8;3;2;380;180;28;14,5889492;1307,629395;14,89641339;1338,375813;3074641,818;148,7204437;79367,81815;2995274;"[3; 8; 2; 19; 9]"
0;18;4;7;4;1;200;200;27;14,59368134;1179,47998;14,76103226;1196,215073;1673509,281;168,3534241;81335,28104;1592174;"[4; 7; 1; 10; 10]"
0;18;4;7;4;1;200;200;27;14,59368134;1179,47998;14,76103226;1196,215073;1673509,281;168,3534241;81335,28104;1592174;"[4; 7; 1; 10; 10]"
0;15;2;2;2;1;380;120;29;14,59660435;1096,72522;14,78618352;1115,683137;1895791,7;223,4798431;85829,69984;1809962;"[2; 2; 1; 19; 6]"
0;15;3;4;3;1;260;140;28;14,60103226;1201,14624;14,74363461;1215,406476;1426023,547;194,5441284;83629,54665;1342394;"[3; 4; 1; 13; 7]"
0;20;4;5;4;2;220;220;27;14,60568905;1377,941772;14,77986468;1395,359336;1741756,352;147,1034088;79194,35175;1662562;"[4; 5; 2; 11; 11]"
0;16;4;1;4;1;260;200;27;14,60622025;1110,226074;14,7544079;1125,04484;1481876,546;203,1779938;84318,54562;1397558;"[4; 1; 1; 13; 10]"
0;19;2;8;2;2;240;100;29;14,60797787;1377,504028;14,73344489;1390,05073;1254670,181;192,8671722;83492,18137;1171178;"[2; 8; 2; 12; 5]"
0;17;3;8;3;1;100;100;28;14,61983109;1092,855225;14,67960722;1098,832838;597761,3127;223,277298;85815,31268;511946;"[3; 8; 1; 5; 5]"
0;15;2;2;2;1;300;100;29;14,61995316;1156,845581;14,74640289;1169,490554;1264497,297;231,8818207;86415,29727;1178082;"[2; 2; 1; 15; 5]"
0;17;4;7;4;1;180;180;27;14,62168026;1249,203491;14,7644938;1263,484845;1428135,403;169,4831848;81441,40323;1346694;"[4; 7; 1; 9; 9]"
0;20;2;8;2;1;180;180;29;14,62189674;1210,526123;14,74046781;1222,383229;1185710,643;166,804718;81188,64284;1104522;"[2; 8; 1; 9; 9]"
0;20;4;5;4;2;280;220;27;14,62968159;1459,882813;14,8519072;1482,105374;2222256,167;147,2872314;79214,16701;2143042;"[4; 5; 2; 14; 11]"
0;20;2;9;2;2;320;180;29;14,63246918;1335,9198;14,85979882;1358,652764;2273296,439;136,9749756;78062,43882;2195234;"[2; 9; 2; 16; 9]"
0;18;3;3;3;2;240;160;28;14,633255;1261,946899;14,76338362;1274,959761;1301286,148;170,455246;81532,14753;1219754;"[3; 3; 2; 12; 8]"
0;17;3;8;3;2;240;100;28;14,63351727;1426,669312;14,78070509;1441,388094;1471878,257;194,7245789;83644,25735;1388234;"[3; 8; 2; 12; 5]"
0;18;3;3;3;2;280;160;28;14,63403416;1288,410645;14,78998285;1304,005514;1559486,901;170,0341492;81492,9008;1477994;"[3; 3; 2; 14; 8]"
0;15;3;4;3;1;280;100;28;14,63634109;1158,558594;14,77603809;1172,528293;1396969,957;219,380661;85535,95687;1311434;"[3; 4; 1; 14; 5]"
0;15;3;3;3;1;240;100;28;14,63771248;1164,413696;14,74415154;1175,057602;1064390,617;229,4008484;86244,61682;978146;"[3; 3; 1; 12; 5]"
0;17;4;4;4;2;280;100;27;14,64465714;1283,748657;14,79707383;1298,990327;1524166,94;212,8029938;85052,94043;1439114;"[4; 4; 2; 14; 5]"
0;16;4;4;4;1;180;180;27;14,6459589;1215,986206;14,76463305;1227,853621;1186741,47;181,810791;82555,47003;1104186;"[4; 4; 1; 9; 9]"
0;16;4;4;4;1;180;180;27;14,6459589;1215,986206;14,76463305;1227,853621;1186741,47;181,810791;82555,47003;1104186;"[4; 4; 1; 9; 9]"
0;20;2;2;2;1;340;120;29;14,65599537;1145,351807;14,81686967;1161,439237;1608743,028;223,3577423;85821,02835;1522922;"[2; 2; 1; 17; 6]"
0;19;3;6;3;2;240;100;28;14,66210938;1267,440186;14,79295594;1280,524842;1308465,601;203,8071289;84367,60145;1224098;"[3; 6; 2; 12; 5]"
0;15;4;5;4;1;220;220;27;14,66907597;1231,828125;14,84312176;1249,232704;1740457,94;166,04216;81115,93957;1659342;"[4; 5; 1; 11; 11]"
0;20;2;5;2;2;180;180;29;14,66951466;1367,264404;14,77588355;1377,901293;1063688,911;142,832962;78726,91071;984962;"[2; 5; 2; 9; 9]"
0;20;2;4;2;1;180;180;29;14,68963146;1321,021362;14,79195442;1331,253658;1023229,601;160,1999664;80547,60097;942682;"[2; 4; 1; 9; 9]"
0;20;2;4;2;1;180;180;29;14,68963146;1321,021362;14,79195442;1331,253658;1023229,601;160,1999664;80547,60097;942682;"[2; 4; 1; 9; 9]"
0;19;1;2;1;1;240;100;30;14,69013023;1272,815796;14,77778802;1281,581574;876577,8128;238,6502838;86871,81283;789706;"[1; 2; 1; 12; 5]"
0;15;5;5;5;1;180;160;26;14,69223499;1188,689575;14,82074964;1201,54104;1285146,437;182,1430054;82584,43661;1202562;"[5; 5; 1; 9; 8]"
0;15;2;2;2;1;200;120;29;14,69363976;1176,706421;14,77411233;1184,753678;804725,7599;210,0159454;84843,75994;719882;"[2; 2; 1; 10; 6]"
0;19;1;4;1;1;240;100;30;14,69717407;1190,328857;14,78998574;1199,610024;928116,6593;204,5671234;84426,65927;843690;"[1; 4; 1; 12; 5]"
0;15;2;2;2;1;260;100;29;14,71938992;1096,423828;14,82290873;1106,77571;1035188,171;233,8023376;86546,17145;948642;"[2; 2; 1; 13; 5]"
0;15;3;4;3;1;240;100;28;14,72742081;1155,520508;14,84187066;1166,965493;1144498,547;219,4994659;85544,54727;1058954;"[3; 4; 1; 12; 5]"
0;15;4;4;4;1;260;180;27;14,7294817;1193,91626;14,90217207;1211,185297;1726903,69;174,6477661;81917,69032;1644986;"[4; 4; 1; 13; 9]"
0;15;2;9;2;2;240;100;29;14,76683807;1271,392822;14,89772851;1284,481866;1308904,36;184,5222778;82790,35981;1226114;"[2; 9; 2; 12; 5]"
0;18;2;4;2;2;200;180;29;14,76711273;1412,243408;14,88024743;1423,556878;1131346,997;152,3748779;79752,99686;1051594;"[2; 4; 2; 10; 9]"
0;17;2;8;2;2;80;80;29;14,77361584;1174,566772;14,81266796;1178,471985;390521,2725;236,724762;86743,27254;303778;"[2; 8; 2; 4; 4]"
0;17;5;9;5;2;400;280;26;14,77808285;1545,129517;15,26953675;1594,274907;4914539,032;114,5457001;75225,03241;4839314;"[5; 9; 2; 20; 14]"
0;19;1;6;1;1;340;200;30;14,78039551;1524,133789;14,99053918;1545,148157;2101436,77;143,1561279;78762,76995;2022674;"[1; 6; 1; 17; 10]"
0;15;2;2;2;1;280;100;29;14,78342152;1153,165527;14,89815323;1164,638699;1147317,126;242,9497681;87155,12562;1060162;"[2; 2; 1; 14; 5]"
0;16;5;5;5;1;180;140;26;14,78360081;1197,387207;14,90454449;1209,481575;1209436,844;197,5750732;83874,8443;1125562;"[5; 5; 1; 9; 7]"
0;14;3;2;3;1;280;200;28;14,78596973;1165,081299;14,95291829;1181,776154;1669485,55;170,6207886;81547,54975;1587938;"[3; 2; 1; 14; 10]"
0;14;2;2;2;1;240;100;29;14,79961395;1143,209229;14,89263036;1152,510869;930164,0948;235,2200623;86642,09482;843522;"[2; 2; 1; 12; 5]"
0;15;3;4;3;1;220;220;28;14,80661774;1281,671387;14,96087928;1297,097541;1542615,467;161,7610168;80701,4667;1461914;"[3; 4; 1; 11; 11]"
0;20;2;9;2;2;300;180;29;14,80812836;1528,218506;15,01870521;1549,276191;2105768,522;145,4456177;79014,52238;2026754;"[2; 9; 2; 15; 9]"
0;20;2;7;2;2;280;260;29;14,81299305;1555,135254;15,04054695;1577,890644;2275539,022;127,6604843;76945,0216;2198594;"[2; 7; 2; 14; 13]"
0;15;3;2;3;1;300;120;28;14,83072758;1226,395264;14,97208365;1240,530871;1413560,692;209,7372742;84822,69195;1328738;"[3; 2; 1; 15; 6]"
0;15;2;2;2;1;160;160;29;14,83780575;1263,680664;14,91510238;1271,410328;772966,3518;195,7100067;83724,35177;689242;"[2; 2; 1; 8; 8]"
0;15;5;4;5;2;280;180;26;14,84339428;1495,39917;15,04391731;1515,451473;2005230,309;163,9661865;80916,30882;1924314;"[5; 4; 2; 14; 9]"
0;19;4;5;4;2;180;160;27;14,84806156;1447,442139;14,96657527;1459,293509;1185137,039;157,6701813;80295,03904;1104842;"[4; 5; 2; 9; 8]"
0;18;5;9;5;2;180;180;26;14,85475636;1397,48291;15,03287291;1415,294566;1781165,571;145,4185638;79011,57074;1702154;"[5; 9; 2; 9; 9]"
0;14;3;2;3;1;140;140;28;14,85752773;1136,499023;14,92260408;1143,006658;650763,4487;192,057724;83425,4487;567338;"[3; 2; 1; 7; 7]"
0;15;3;4;3;1;160;160;28;14,86586857;1275,365723;14,95742285;1284,52115;915542,7663;181,7339935;82548,76634;832994;"[3; 4; 1; 8; 8]"
0;17;3;4;3;1;200;100;28;14,86969185;1206,363525;14,96140088;1215,534428;917090,2964;212,3121033;85016,29641;832074;"[3; 4; 1; 10; 5]"
0;15;2;1;2;1;300;160;29;14,87005424;1259,338623;15,01669099;1274,002297;1466367,427;229,1235809;86225,42742;1380142;"[2; 1; 1; 15; 8]"
0;20;2;5;2;2;280;220;29;14,87074661;1429,441895;15,06137579;1448,504813;1906291,803;141,0695953;78529,80294;1827762;"[2; 5; 2; 14; 11]"
0;18;3;5;3;2;280;160;28;14,87599182;1439,679932;15,0507854;1457,159289;1747935,758;154,120697;79933,75778;1668002;"[3; 5; 2; 14; 8]"
0;18;4;4;4;1;240;160;27;14,87698364;1205,418579;15,02594225;1220,31444;1489586,107;180,0392609;82400,10682;1407186;"[4; 4; 1; 12; 8]"
0;18;4;4;4;2;240;160;27;14,88464832;1525,807983;15,03370319;1540,71347;1490548,662;167,2891998;81234,6615;1409314;"[4; 4; 2; 12; 8]"
0;15;4;2;4;1;280;100;27;14,89610004;1170,146851;15,02325843;1182,862689;1271583,813;224,0455322;85869,81284;1185714;"[4; 2; 1; 14; 5]"
0;17;3;4;3;1;160;100;28;14,89832497;1196,730713;14,9699613;1203,894347;716363,3777;219,8432312;85569,37765;630794;"[3; 4; 1; 8; 5]"
0;15;4;3;4;2;340;180;27;14,90648651;1547,125366;15,12833937;1569,310652;2218528,562;171,1702118;81598,56166;2136930;"[4; 3; 2; 17; 9]"
0;13;3;2;3;1;240;160;28;14,90981674;1320,512573;15,03188536;1332,719435;1220686,151;184,032074;82748,15128;1137938;"[3; 2; 1; 12; 8]"
0;17;5;4;5;2;200;140;26;14,91137218;1567,572266;15,03504997;1579,940044;1236777,867;170,1517029;81503,86672;1155274;"[5; 4; 2; 10; 7]"
0;13;2;2;2;1;300;160;29;14,92029858;1236,095093;15,07341541;1251,406776;1531168,336;195,2416687;83686,33622;1447482;"[2; 2; 1; 15; 8]"
0;17;3;9;3;2;140;120;28;14,92394257;1393,215088;15,01632739;1402,453571;923848,2627;183,4081116;82694,26267;841154;"[3; 9; 2; 7; 6]"
0;18;4;4;4;2;280;220;27;14,93494701;1497,200439;15,14454766;1518,160505;2096006,508;151,7950897;79692,50759;2016314;"[4; 4; 2; 14; 11]"
0;18;4;4;4;2;240;220;27;14,94348907;1606,295288;15,12219073;1624,165453;1787016,528;149,9884491;79502,52831;1707514;"[4; 4; 2; 12; 11]"
0;15;3;2;3;1;220;160;28;14,94929028;1236,716919;15,0600586;1247,793751;1107683,229;181,6934814;82545,22888;1025138;"[3; 2; 1; 11; 8]"
0;17;4;5;4;1;220;80;27;14,95109749;1221,815918;15,06740408;1233,446577;1163065,895;248,6623535;87523,8947;1075542;"[4; 5; 1; 11; 4]"
0;15;3;2;3;1;260;100;28;14,95261383;1201,323853;15,06189006;1212,251476;1092762,325;223,4041595;85824,32542;1006938;"[3; 2; 1; 13; 5]"
0;14;4;2;4;1;280;120;27;14,95441914;1166,859619;15,08955496;1180,373202;1351358,276;218,1167145;85444,27588;1265914;"[4; 2; 1; 14; 6]"
0;14;4;3;4;2;140;140;27;14,96268177;1295,790405;15,03730935;1303,253163;746275,7848;191,095871;83345,7848;662930;"[4; 3; 2; 7; 7]"
0;14;2;1;2;1;220;140;29;14,97092342;1198,151245;15,0639238;1207,451283;930003,7858;240,9166718;87021,78582;842982;"[2; 1; 1; 11; 7]"
0;14;3;4;3;1;140;100;28;14,99985886;1216,011353;15,06238731;1222,264198;625284,5836;219,3063812;85530,58357;539754;"[3; 4; 1; 7; 5]"
0;15;5;5;5;2;200;140;26;15,00367451;1264,213867;15,13878007;1277,724423;1351055,59;177,9352875;82213,59004;1268842;"[5; 5; 2; 10; 7]"
0;15;2;2;2;1;280;120;29;15,00697041;1284,673096;15,12955669;1296,931725;1225862,881;218,896225;85500,88064;1140362;"[2; 2; 1; 14; 6]"
0;15;2;2;2;1;200;100;29;15,00710011;1266,460205;15,08100464;1273,850659;739045,381;234,0560608;86563,38103;652482;"[2; 2; 1; 10; 5]"
0;17;4;5;4;1;100;100;27;15,02964211;1197,636719;15,08493604;1203,166112;552939,3569;228,1427307;86157,35692;466782;"[4; 5; 1; 5; 5]"
0;14;5;2;5;2;100;100;26;15,04314804;1167,666382;15,08722223;1172,073801;440741,8832;222,5547638;85763,88318;354978;"[5; 2; 2; 5; 5]"
0;15;2;1;2;1;260;140;29;15,04506588;1194,648193;15,15880382;1206,021987;1137379,394;236,3389893;86717,39418;1050662;"[2; 1; 1; 13; 7]"
0;17;4;4;4;2;220;120;27;15,05239201;1375,830688;15,17214769;1387,806257;1197556,875;197,1773987;83842,87538;1113714;"[4; 4; 2; 11; 6]"
0;16;3;3;3;1;120;80;28;15,05719662;1167,627808;15,10260809;1172,168955;454114,7301;251,2590637;87688,73009;366426;"[3; 3; 1; 6; 4]"
0;15;4;1;4;1;260;140;27;15,05798149;1200,529541;15,17752503;1212,483894;1195435,347;232,79039;86477,34655;1108958;"[4; 1; 1; 13; 7]"
0;20;3;4;3;2;240;140;28;15,05874538;1465,46875;15,18842739;1478,43695;1296820,045;177,6266632;82186,04523;1214634;"[3; 4; 2; 12; 7]"
0;19;2;5;2;2;300;260;29;15,07696533;1436,96936;15,30742707;1460,015534;2304617,344;122,5389633;76295,34369;2228322;"[2; 5; 2; 15; 13]"
0;15;5;4;5;2;160;140;26;15,08416462;1511,911499;15,18282501;1521,777538;986603,9416;167,4503784;81249,94157;905354;"[5; 4; 2; 8; 7]"
0;18;2;10;2;1;100;100;29;15,10044765;1240,494507;15,15567922;1246,017663;552315,6526;213,6188049;85113,65257;467202;"[2; 10; 1; 5; 5]"
0;14;2;1;2;1;300;140;29;15,10614204;1197,650391;15,24323035;1211,359221;1370883,031;239,6936493;86941,03125;1283942;"[2; 1; 1; 15; 7]"
0;15;2;1;2;1;280;140;29;15,12238503;1169,473999;15,2474542;1181,980917;1250691,782;234,4458313;86589,78217;1164102;"[2; 1; 1; 14; 7]"
0;20;2;9;2;2;280;160;29;15,12779713;1509,431763;15,31231795;1527,883845;1845208,229;154,1252747;79934,22905;1765274;"[2; 9; 2; 14; 8]"
0;14;3;2;3;1;240;100;28;15,16323185;1254,593506;15,26151184;1264,421505;982799,9119;218,3592834;85461,91187;897338;"[3; 2; 1; 12; 5]"
0;20;4;4;4;2;340;180;27;15,16665459;1640,138672;15,40371201;1663,844414;2370574,19;157,3242645;80260,18977;2290314;"[4; 4; 2; 17; 9]"
0;18;5;9;5;2;140;120;26;15,19846344;1271,32373;15,31964161;1283,441547;1211781,672;191,1186066;83347,67246;1128434;"[5; 9; 2; 7; 6]"
0;20;2;3;2;2;240;120;29;15,25503254;2022,656982;15,36062469;2033,216197;1055921,484;198,4316254;83943,48422;971978;"[2; 3; 2; 12; 6]"
0;20;3;4;3;2;280;160;28;15,30099869;1598,366943;15,46634993;1614,902067;1653512,41;160,7137756;80598,40974;1572914;"[3; 4; 2; 14; 8]"
0;15;2;3;2;2;280;100;29;15,33476162;1675,480469;15,45563017;1687,567323;1208685,467;210,8608704;84907,46714;1123778;"[2; 3; 2; 14; 5]"
0;14;3;2;3;1;180;100;28;15,34693813;1231,752075;15,41618133;1238,676395;692432,0083;218,8014374;85494,00834;606938;"[3; 2; 1; 9; 5]"
0;14;3;1;3;1;220;200;28;15,37780666;1308,71167;15,5000092;1320,931924;1222025,37;211,7651825;84975,36992;1137050;"[3; 1; 1; 11; 10]"
0;18;5;9;5;2;140;140;26;15,4106493;1398,626465;15,53814114;1411,375649;1274918,377;178,7308807;82284,37724;1192634;"[5; 9; 2; 7; 7]"
0;18;5;9;5;2;140;140;26;15,4106493;1398,626465;15,53814114;1411,375649;1274918,377;178,7308807;82284,37724;1192634;"[5; 9; 2; 7; 7]"
0;18;5;9;5;2;140;140;26;15,4106493;1398,626465;15,53814114;1411,375649;1274918,377;178,7308807;82284,37724;1192634;"[5; 9; 2; 7; 7]"
0;19;3;7;3;2;100;100;28;15,43834972;1465,368774;15,49499224;1471,033026;566425,1285;193,487442;83543,1285;482882;"[3; 7; 2; 5; 5]"
0;20;1;7;1;2;180;180;30;15,48689556;1862,421143;15,58712945;1872,444532;1002338,93;133,3168945;77632,93041;924706;"[1; 7; 2; 9; 9]"
0;17;3;4;3;1;120;80;28;15,506073;1261,597046;15,55548965;1266,538711;494166,5217;244,4456482;87252,52172;406914;"[3; 4; 1; 6; 4]"
0;13;3;1;3;1;240;200;28;15,51322269;1431,779541;15,64673116;1445,130387;1335084,64;219,6391296;85554,63995;1249530;"[3; 1; 1; 12; 10]"
0;20;2;9;2;2;240;240;29;15,51904202;1636,098511;15,71446282;1655,640592;1954208,087;128,8654633;77094,08677;1877114;"[2; 9; 2; 12; 12]"
0;15;5;4;5;2;300;180;26;15,5400629;1602,144287;15,75720425;1623,858421;2171413,426;160,1174469;80539,42572;2090874;"[5; 4; 2; 15; 9]"
0;17;5;6;5;1;100;100;26;15,56760883;1310,249023;15,6341381;1316,90195;665292,6657;227,9890594;86146,6657;579146;"[5; 6; 1; 5; 5]"
0;19;2;3;2;2;260;160;29;15,66047573;2158,224365;15,79442508;2171,619301;1339493,539;170,2769165;81515,53886;1257978;"[2; 3; 2; 13; 8]"
0;14;3;1;3;1;300;160;28;15,69236946;1346,943726;15,84242213;1361,948993;1500526,733;236,9256744;86756,73343;1413770;"[3; 1; 1; 15; 8]"
0;18;5;9;5;2;80;80;26;15,80321121;1370,352661;15,86922472;1376,954012;660135,1186;252,7263336;87781,11863;572354;"[5; 9; 2; 4; 4]"
0;20;2;3;2;2;280;140;29;15,81093502;2058,559082;15,94822163;2072,287743;1372866,083;178,7726288;82288,08303;1290578;"[2; 3; 2; 14; 7]"
0;14;3;1;3;1;280;160;28;15,81354141;1374,733154;15,95103713;1388,482727;1374957,221;232,6418762;86467,22061;1288490;"[3; 1; 1; 14; 8]"
0;16;3;1;3;2;280;200;28;16,14089012;1576,283936;16,29871555;1592,066478;1578254,285;204,1758881;84396,28452;1493858;"[3; 1; 2; 14; 10]"
0;18;3;1;3;2;200;160;28;16,26927567;1517,794678;16,36300338;1527,16745;937277,1954;222,2087555;85739,19538;851538;"[3; 1; 2; 10; 8]"
